district,year,month,monthly_rain_sum,monthly_rain_mean,monthly_rain_std,rainy_days,season
Aravalli,2020,11,0.2,0.006666666666666667,0.03651483716701108,1,Rabi
Aravalli,2020,12,16.4,0.529032258064516,2.945526953239108,1,Rabi
Aravalli,2021,1,7.9,0.25483870967741934,1.164427959608614,3,Rabi
Aravalli,2021,2,0.0,0.0,0.0,0,Summer
Aravalli,2021,3,0.0,0.0,0.0,0,Summer
Aravalli,2021,4,0.0,0.0,0.0,0,Summer
Aravalli,2021,5,96.9,3.1258064516129034,14.808330262433044,5,Summer
Aravalli,2021,6,167.1,5.569999999999999,18.129308524767485,20,Kharif
Aravalli,2021,7,365.09999999999997,11.777419354838708,25.30955958628306,27,Kharif
Aravalli,2021,8,125.0,4.032258064516129,7.045773536751151,30,Kharif
Aravalli,2021,9,375.9,12.53,11.838049408289502,30,Kharif
Aravalli,2021,10,10.0,0.3225806451612903,0.6333559701670433,12,Rabi
Aravalli,2021,11,0.9,0.030000000000000002,0.16431676725154984,1,Rabi
Aravalli,2021,12,9.3,0.30000000000000004,1.1699002806507341,3,Rabi
Aravalli,2022,1,15.6,0.5032258064516129,1.8600150305786496,5,Rabi
Aravalli,2022,2,0.0,0.0,0.0,0,Summer
Aravalli,2022,3,0.2,0.0064516129032258064,0.03592106040535498,1,Summer
Aravalli,2022,4,0.1,0.0033333333333333335,0.01825741858350554,1,Summer
Aravalli,2022,5,0.30000000000000004,0.009677419354838712,0.03005371535187643,3,Summer
Aravalli,2022,6,46.9,1.5633333333333332,2.388980930241485,16,Kharif
Aravalli,2022,7,427.9,13.803225806451612,16.220244220746036,31,Kharif
Aravalli,2022,8,313.8,10.12258064516129,11.649684106659127,31,Kharif
Aravalli,2022,9,65.8,2.1933333333333334,4.047811953289752,24,Kharif
Aravalli,2022,10,54.3,1.7516129032258063,5.780765287730332,5,Rabi
Aravalli,2022,11,0.0,0.0,0.0,0,Rabi
Aravalli,2022,12,0.0,0.0,0.0,0,Rabi
Aravalli,2023,1,10.3,0.33225806451612905,1.5356620932080496,2,Rabi
Aravalli,2023,2,0.0,0.0,0.0,0,Summer
Aravalli,2023,3,2.8,0.09032258064516129,0.2426998677512034,5,Summer
Aravalli,2023,4,6.699999999999999,0.2233333333333333,1.0317990092078488,3,Summer
Aravalli,2023,5,10.6,0.3419354838709677,1.041401041401562,7,Summer
Aravalli,2023,6,197.0,6.566666666666666,13.12174644950349,23,Kharif
Aravalli,2023,7,469.0,15.129032258064516,16.08614711583411,31,Kharif
Aravalli,2023,8,119.7,3.861290322580645,3.9799227311892076,31,Kharif
Aravalli,2023,9,592.8,19.759999999999998,54.31140478440207,20,Kharif
Aravalli,2023,10,0.0,0.0,0.0,0,Rabi
Aravalli,2023,11,54.1,1.8033333333333335,8.57069921636918,2,Rabi
Aravalli,2023,12,3.6,0.11612903225806452,0.6465790872963897,1,Rabi
Aravalli,2024,1,0.0,0.0,0.0,0,Rabi
Aravalli,2024,2,0.2,0.006896551724137932,0.037139067635410375,1,Summer
Aravalli,2024,3,10.3,0.33225806451612905,1.8499346108757815,1,Summer
Aravalli,2024,4,1.3,0.043333333333333335,0.237346441585572,1,Summer
Aravalli,2024,5,0.1,0.0032258064516129032,0.01796053020267749,1,Summer
Aravalli,2024,6,81.1,2.703333333333333,5.810008210174823,14,Kharif
Aravalli,2024,7,310.1,10.003225806451614,8.329164978994703,31,Kharif
Aravalli,2024,8,473.59999999999997,15.277419354838708,16.857930076127758,31,Kharif
Aravalli,2024,9,292.1,9.736666666666668,11.69085948090639,28,Kharif
Aravalli,2024,10,35.3,1.1387096774193548,3.673388755119251,10,Rabi
Aravalli,2024,11,0.0,0.0,0.0,0,Rabi
Aravalli,2024,12,3.6,0.11612903225806452,0.628276358615935,2,Rabi
Aravalli,2025,1,0.5,0.016129032258064516,0.08980265101338746,1,Rabi
Aravalli,2025,2,0.0,0.0,0.0,0,Summer
Aravalli,2025,3,0.0,0.0,0.0,0,Summer
Aravalli,2025,4,0.0,0.0,0.0,0,Summer
Aravalli,2025,5,63.9,2.061290322580645,5.435971389387233,13,Summer
Aravalli,2025,6,176.8,5.8933333333333335,8.107294856180912,21,Kharif
Aravalli,2025,7,207.8,6.703225806451614,6.671555734158149,31,Kharif
Aravalli,2025,8,292.8,9.44516129032258,8.853957258750741,31,Kharif
Aravalli,2025,9,156.8,5.2266666666666675,11.62058023755575,22,Kharif
Aravalli,2025,10,68.5,2.2096774193548385,7.179106482876062,11,Rabi
Aravalli,2025,11,3.7,0.12333333333333334,0.48186658142980876,5,Rabi
Aravalli,2025,12,0.0,0.0,0.0,0,Rabi
Aravalli,2026,1,0.4,0.013333333333333334,0.05713464637233659,2,Rabi
BanasKantha,2003,1,9.3,0.30000000000000004,1.6703293088490065,1,Rabi
BanasKantha,2003,2,27.4,0.9785714285714285,4.985709737570127,2,Summer
BanasKantha,2003,3,0.0,0.0,0.0,0,Summer
BanasKantha,2003,4,0.0,0.0,0.0,0,Summer
BanasKantha,2003,5,0.0,0.0,0.0,0,Summer
BanasKantha,2003,6,109.3,3.643333333333333,16.293931244555406,12,Kharif
BanasKantha,2003,7,399.4,12.883870967741935,26.47056348442163,31,Kharif
BanasKantha,2003,8,223.4,7.206451612903226,23.07310028993172,30,Kharif
BanasKantha,2003,9,7.9,0.26333333333333336,0.4164574187227254,12,Kharif
BanasKantha,2003,10,1.7,0.054838709677419356,0.3053290134455174,1,Rabi
BanasKantha,2003,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2003,12,0.0,0.0,0.0,0,Rabi
BanasKantha,2004,1,0.5,0.016129032258064516,0.08980265101338746,1,Rabi
BanasKantha,2004,2,0.0,0.0,0.0,0,Summer
BanasKantha,2004,3,0.0,0.0,0.0,0,Summer
BanasKantha,2004,4,1.1,0.03666666666666667,0.20083160441856093,1,Summer
BanasKantha,2004,5,5.3,0.17096774193548386,0.6629195770162455,2,Summer
BanasKantha,2004,6,80.3,2.6766666666666667,9.07256886152574,18,Kharif
BanasKantha,2004,7,39.2,1.2645161290322582,2.4623225333137246,19,Kharif
BanasKantha,2004,8,178.0,5.741935483870968,8.151759490790864,26,Kharif
BanasKantha,2004,9,8.5,0.2833333333333333,0.7647777830659468,13,Kharif
BanasKantha,2004,10,20.1,0.6483870967741936,2.0018110080194775,9,Rabi
BanasKantha,2004,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2004,12,0.0,0.0,0.0,0,Rabi
BanasKantha,2005,1,0.0,0.0,0.0,0,Rabi
BanasKantha,2005,2,0.0,0.0,0.0,0,Summer
BanasKantha,2005,3,0.0,0.0,0.0,0,Summer
BanasKantha,2005,4,0.1,0.0033333333333333335,0.01825741858350554,1,Summer
BanasKantha,2005,5,2.3,0.07419354838709677,0.26200221619353253,4,Summer
BanasKantha,2005,6,49.6,1.6533333333333333,3.9722948577342057,11,Kharif
BanasKantha,2005,7,139.9,4.512903225806451,10.69818495308071,23,Kharif
BanasKantha,2005,8,118.60000000000001,3.8258064516129036,8.183600175225877,27,Kharif
BanasKantha,2005,9,192.5,6.416666666666667,10.498803982238703,21,Kharif
BanasKantha,2005,10,0.0,0.0,0.0,0,Rabi
BanasKantha,2005,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2005,12,0.0,0.0,0.0,0,Rabi
BanasKantha,2006,1,0.0,0.0,0.0,0,Rabi
BanasKantha,2006,2,0.0,0.0,0.0,0,Summer
BanasKantha,2006,3,9.3,0.30000000000000004,1.4955489516116371,2,Summer
BanasKantha,2006,4,0.0,0.0,0.0,0,Summer
BanasKantha,2006,5,0.4,0.012903225806451613,0.042754613660367834,3,Summer
BanasKantha,2006,6,58.2,1.9400000000000002,7.685122214270628,10,Kharif
BanasKantha,2006,7,135.6,4.374193548387097,7.072433232484912,24,Kharif
BanasKantha,2006,8,656.5,21.177419354838708,31.176922123876814,30,Kharif
BanasKantha,2006,9,86.2,2.8733333333333335,9.59043824583248,15,Kharif
BanasKantha,2006,10,0.2,0.0064516129032258064,0.03592106040535498,1,Rabi
BanasKantha,2006,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2006,12,0.3,0.00967741935483871,0.05388159060803247,1,Rabi
BanasKantha,2007,1,0.0,0.0,0.0,0,Rabi
BanasKantha,2007,2,1.0,0.03571428571428571,0.1889822365046136,1,Summer
BanasKantha,2007,3,0.2,0.0064516129032258064,0.03592106040535498,1,Summer
BanasKantha,2007,4,0.0,0.0,0.0,0,Summer
BanasKantha,2007,5,0.5,0.016129032258064516,0.07347005827114603,2,Summer
BanasKantha,2007,6,69.2,2.3066666666666666,4.090015878338062,15,Kharif
BanasKantha,2007,7,205.8,6.638709677419355,10.886189336933743,25,Kharif
BanasKantha,2007,8,233.3,7.525806451612904,11.993497342085988,28,Kharif
BanasKantha,2007,9,56.4,1.88,4.013631943677739,16,Kharif
BanasKantha,2007,10,0.0,0.0,0.0,0,Rabi
BanasKantha,2007,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2007,12,0.4,0.012903225806451613,0.07184212081070997,1,Rabi
BanasKantha,2008,1,0.1,0.0032258064516129032,0.01796053020267749,1,Rabi
BanasKantha,2008,2,0.6,0.020689655172413793,0.11141720290623111,1,Summer
BanasKantha,2008,3,2.1,0.06774193548387097,0.2625351998928824,2,Summer
BanasKantha,2008,4,0.2,0.006666666666666667,0.03651483716701108,1,Summer
BanasKantha,2008,5,0.1,0.0032258064516129032,0.01796053020267749,1,Summer
BanasKantha,2008,6,24.7,0.8233333333333334,1.4354341727741529,20,Kharif
BanasKantha,2008,7,77.6,2.5032258064516126,4.8886592484352835,25,Kharif
BanasKantha,2008,8,209.8,6.767741935483872,15.031531017537196,26,Kharif
BanasKantha,2008,9,93.6,3.1199999999999997,6.877419323534383,11,Kharif
BanasKantha,2008,10,0.0,0.0,0.0,0,Rabi
BanasKantha,2008,11,0.7,0.02333333333333333,0.12780193008453875,1,Rabi
BanasKantha,2008,12,4.2,0.13548387096774195,0.7543422685124546,1,Rabi
BanasKantha,2009,1,0.0,0.0,0.0,0,Rabi
BanasKantha,2009,2,0.0,0.0,0.0,0,Summer
BanasKantha,2009,3,3.4000000000000004,0.10967741935483873,0.49689357593598615,2,Summer
BanasKantha,2009,4,0.0,0.0,0.0,0,Summer
BanasKantha,2009,5,0.8999999999999999,0.029032258064516127,0.12959822114802033,2,Summer
BanasKantha,2009,6,6.4,0.21333333333333335,0.8324178879804812,6,Kharif
BanasKantha,2009,7,293.59999999999997,9.470967741935484,16.686345586504494,25,Kharif
BanasKantha,2009,8,80.2,2.5870967741935487,6.528079959451267,25,Kharif
BanasKantha,2009,9,2.4,0.08,0.2455114296096325,4,Kharif
BanasKantha,2009,10,0.1,0.0032258064516129032,0.01796053020267749,1,Rabi
BanasKantha,2009,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2009,12,0.0,0.0,0.0,0,Rabi
BanasKantha,2010,1,4.2,0.13548387096774195,0.5244351800408856,2,Rabi
BanasKantha,2010,2,0.0,0.0,0.0,0,Summer
BanasKantha,2010,3,0.0,0.0,0.0,0,Summer
BanasKantha,2010,4,0.0,0.0,0.0,0,Summer
BanasKantha,2010,5,0.0,0.0,0.0,0,Summer
BanasKantha,2010,6,25.9,0.8633333333333333,3.8244660058477518,9,Kharif
BanasKantha,2010,7,469.4,15.141935483870967,36.93785568756935,28,Kharif
BanasKantha,2010,8,347.09999999999997,11.196774193548386,23.67360673648987,30,Kharif
BanasKantha,2010,9,115.60000000000001,3.8533333333333335,7.8986569497095775,16,Kharif
BanasKantha,2010,10,0.8999999999999999,0.029032258064516127,0.10390235283539627,3,Rabi
BanasKantha,2010,11,75.5,2.5166666666666666,4.997384373320972,13,Rabi
BanasKantha,2010,12,0.2,0.0064516129032258064,0.03592106040535498,1,Rabi
BanasKantha,2011,1,0.0,0.0,0.0,0,Rabi
BanasKantha,2011,2,0.5,0.017857142857142856,0.0944911182523068,1,Summer
BanasKantha,2011,3,0.0,0.0,0.0,0,Summer
BanasKantha,2011,4,0.0,0.0,0.0,0,Summer
BanasKantha,2011,5,0.0,0.0,0.0,0,Summer
BanasKantha,2011,6,4.5,0.15,0.2330457998496995,12,Kharif
BanasKantha,2011,7,153.2,4.941935483870967,7.309298835207491,27,Kharif
BanasKantha,2011,8,349.40000000000003,11.270967741935484,22.290897896501566,29,Kharif
BanasKantha,2011,9,251.29999999999998,8.376666666666667,17.494938841204085,21,Kharif
BanasKantha,2011,10,0.2,0.0064516129032258064,0.03592106040535498,1,Rabi
BanasKantha,2011,11,0.30000000000000004,0.010000000000000002,0.04025778999364488,2,Rabi
BanasKantha,2011,12,0.0,0.0,0.0,0,Rabi
BanasKantha,2012,1,0.4,0.012903225806451613,0.07184212081070997,1,Rabi
BanasKantha,2012,2,0.0,0.0,0.0,0,Summer
BanasKantha,2012,3,0.0,0.0,0.0,0,Summer
BanasKantha,2012,4,1.1,0.03666666666666667,0.14015590662158886,2,Summer
BanasKantha,2012,5,0.0,0.0,0.0,0,Summer
BanasKantha,2012,6,9.5,0.31666666666666665,1.0757782534401372,12,Kharif
BanasKantha,2012,7,102.3,3.3,10.368574315369175,23,Kharif
BanasKantha,2012,8,193.6,6.245161290322581,9.853724801978096,28,Kharif
BanasKantha,2012,9,144.7,4.823333333333333,6.942804925236272,23,Kharif
BanasKantha,2012,10,0.0,0.0,0.0,0,Rabi
BanasKantha,2012,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2012,12,0.1,0.0032258064516129032,0.01796053020267749,1,Rabi
BanasKantha,2013,1,0.7,0.02258064516129032,0.12572371141874242,1,Rabi
BanasKantha,2013,2,0.9,0.03214285714285715,0.17008401285415226,1,Summer
BanasKantha,2013,3,0.0,0.0,0.0,0,Summer
BanasKantha,2013,4,5.3,0.17666666666666667,0.5184082623153122,4,Summer
BanasKantha,2013,5,0.0,0.0,0.0,0,Summer
BanasKantha,2013,6,54.0,1.8,4.993927346771034,17,Kharif
BanasKantha,2013,7,130.2,4.199999999999999,5.061620293937506,29,Kharif
BanasKantha,2013,8,139.2,4.490322580645161,7.38184054910922,28,Kharif
BanasKantha,2013,9,247.8,8.26,19.207049711517115,17,Kharif
BanasKantha,2013,10,55.5,1.7903225806451613,7.645624231707515,11,Rabi
BanasKantha,2013,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2013,12,0.0,0.0,0.0,0,Rabi
BanasKantha,2014,1,0.0,0.0,0.0,0,Rabi
BanasKantha,2014,2,0.0,0.0,0.0,0,Summer
BanasKantha,2014,3,0.0,0.0,0.0,0,Summer
BanasKantha,2014,4,0.4,0.013333333333333334,0.07302967433402216,1,Summer
BanasKantha,2014,5,0.9,0.02903225806451613,0.09016114605562928,4,Summer
BanasKantha,2014,6,1.7,0.056666666666666664,0.16543220995910687,6,Kharif
BanasKantha,2014,7,162.5,5.241935483870968,8.798021527349142,21,Kharif
BanasKantha,2014,8,151.8,4.896774193548388,10.34499827198206,24,Kharif
BanasKantha,2014,9,153.1,5.1033333333333335,10.867683296355532,13,Kharif
BanasKantha,2014,10,0.0,0.0,0.0,0,Rabi
BanasKantha,2014,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2014,12,0.0,0.0,0.0,0,Rabi
BanasKantha,2015,1,4.1,0.132258064516129,0.6193475582009363,2,Rabi
BanasKantha,2015,2,0.0,0.0,0.0,0,Summer
BanasKantha,2015,3,4.2,0.13548387096774195,0.4070613279730498,4,Summer
BanasKantha,2015,4,6.5,0.21666666666666667,0.8304894000998213,3,Summer
BanasKantha,2015,5,0.2,0.0064516129032258064,0.03592106040535498,1,Summer
BanasKantha,2015,6,28.6,0.9533333333333334,1.7664953289285645,13,Kharif
BanasKantha,2015,7,408.5,13.17741935483871,35.405034573041725,22,Kharif
BanasKantha,2015,8,34.7,1.1193548387096774,1.563419191993137,24,Kharif
BanasKantha,2015,9,25.099999999999998,0.8366666666666666,2.1176570223640594,10,Kharif
BanasKantha,2015,10,0.0,0.0,0.0,0,Rabi
BanasKantha,2015,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2015,12,0.0,0.0,0.0,0,Rabi
BanasKantha,2016,1,0.4,0.012903225806451613,0.07184212081070997,1,Rabi
BanasKantha,2016,2,0.0,0.0,0.0,0,Summer
BanasKantha,2016,3,1.1,0.035483870967741936,0.1975658322294524,1,Summer
BanasKantha,2016,4,0.0,0.0,0.0,0,Summer
BanasKantha,2016,5,0.8,0.025806451612903226,0.07732072570569881,4,Summer
BanasKantha,2016,6,25.299999999999997,0.8433333333333333,2.385254028737651,10,Kharif
BanasKantha,2016,7,103.0,3.3225806451612905,8.545045725542542,27,Kharif
BanasKantha,2016,8,345.8,11.154838709677419,14.739987306861957,31,Kharif
BanasKantha,2016,9,7.3,0.24333333333333332,0.5341337384725969,7,Kharif
BanasKantha,2016,10,84.89999999999999,2.7387096774193544,8.109405133109531,7,Rabi
BanasKantha,2016,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2016,12,0.0,0.0,0.0,0,Rabi
BanasKantha,2017,1,0.2,0.0064516129032258064,0.03592106040535498,1,Rabi
BanasKantha,2017,2,0.0,0.0,0.0,0,Summer
BanasKantha,2017,3,0.1,0.0032258064516129032,0.01796053020267749,1,Summer
BanasKantha,2017,4,0.5,0.016666666666666666,0.07466399831028446,2,Summer
BanasKantha,2017,5,0.7,0.02258064516129032,0.09204954252775996,3,Summer
BanasKantha,2017,6,218.2,7.2733333333333325,26.028908773785023,18,Kharif
BanasKantha,2017,7,1305.4,42.10967741935484,75.11809082965615,31,Kharif
BanasKantha,2017,8,104.1,3.358064516129032,6.1637528716169,27,Kharif
BanasKantha,2017,9,26.7,0.89,2.224371278857668,13,Kharif
BanasKantha,2017,10,0.0,0.0,0.0,0,Rabi
BanasKantha,2017,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2017,12,11.9,0.3838709677419355,1.530816073035022,5,Rabi
BanasKantha,2018,1,0.0,0.0,0.0,0,Rabi
BanasKantha,2018,2,0.0,0.0,0.0,0,Summer
BanasKantha,2018,3,0.30000000000000004,0.009677419354838712,0.03962186862224294,2,Summer
BanasKantha,2018,4,0.6,0.02,0.09247553264475437,2,Summer
BanasKantha,2018,5,0.0,0.0,0.0,0,Summer
BanasKantha,2018,6,17.4,0.58,1.6626526375354078,9,Kharif
BanasKantha,2018,7,144.5,4.661290322580645,6.724863191637178,27,Kharif
BanasKantha,2018,8,115.8,3.735483870967742,5.8370396827556785,29,Kharif
BanasKantha,2018,9,58.4,1.9466666666666665,5.33703607098439,14,Kharif
BanasKantha,2018,10,0.0,0.0,0.0,0,Rabi
BanasKantha,2018,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2018,12,0.0,0.0,0.0,0,Rabi
BanasKantha,2019,1,0.3,0.00967741935483871,0.053881590608032465,1,Rabi
BanasKantha,2019,2,0.7999999999999999,0.02857142857142857,0.11818736805705576,2,Summer
BanasKantha,2019,3,1.6,0.05161290322580645,0.1912606733264586,3,Summer
BanasKantha,2019,4,0.4,0.013333333333333334,0.07302967433402216,1,Summer
BanasKantha,2019,5,1.2,0.03870967741935484,0.21552636243212986,1,Summer
BanasKantha,2019,6,39.8,1.3266666666666667,3.1110407764353845,14,Kharif
BanasKantha,2019,7,81.2,2.6193548387096777,5.8925048072297574,24,Kharif
BanasKantha,2019,8,296.2,9.55483870967742,15.095161227132296,28,Kharif
BanasKantha,2019,9,252.2,8.406666666666666,9.72866129406881,25,Kharif
BanasKantha,2019,10,29.6,0.9548387096774194,1.9129102975444545,10,Rabi
BanasKantha,2019,11,13.9,0.4633333333333333,1.2696682524440657,10,Rabi
BanasKantha,2019,12,1.1,0.035483870967741936,0.1975658322294524,1,Rabi
BanasKantha,2020,1,1.7,0.054838709677419356,0.3053290134455174,1,Rabi
BanasKantha,2020,2,0.0,0.0,0.0,0,Summer
BanasKantha,2020,3,10.5,0.3387096774193548,1.3932402088548452,3,Summer
BanasKantha,2020,4,0.0,0.0,0.0,0,Summer
BanasKantha,2020,5,0.8999999999999999,0.029032258064516127,0.12959822114802033,2,Summer
BanasKantha,2020,6,15.9,0.53,1.1253045564768616,11,Kharif
BanasKantha,2020,7,151.4,4.883870967741935,7.790682331015409,28,Kharif
BanasKantha,2020,8,588.6999999999999,18.99032258064516,33.13076470431181,31,Kharif
BanasKantha,2020,9,41.4,1.38,2.3219195388358282,20,Kharif
BanasKantha,2020,10,21.400000000000002,0.6903225806451614,2.2361208731058766,7,Rabi
BanasKantha,2020,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2020,12,0.4,0.012903225806451613,0.07184212081070997,1,Rabi
BanasKantha,2021,1,0.0,0.0,0.0,0,Rabi
BanasKantha,2021,2,0.0,0.0,0.0,0,Summer
BanasKantha,2021,3,0.0,0.0,0.0,0,Summer
BanasKantha,2021,4,0.0,0.0,0.0,0,Summer
BanasKantha,2021,5,27.6,0.8903225806451613,4.43165543476398,5,Summer
BanasKantha,2021,6,26.5,0.8833333333333333,2.290171403513559,15,Kharif
BanasKantha,2021,7,133.9,4.319354838709677,7.045680442883128,23,Kharif
BanasKantha,2021,8,49.9,1.6096774193548387,3.1863620675947124,21,Kharif
BanasKantha,2021,9,348.09999999999997,11.603333333333332,16.044087606543314,29,Kharif
BanasKantha,2021,10,1.0,0.03225806451612903,0.09447079539622656,4,Rabi
BanasKantha,2021,11,17.3,0.5766666666666667,1.9885332201942445,3,Rabi
BanasKantha,2021,12,12.6,0.4064516129032258,1.6558855604320342,3,Rabi
BanasKantha,2022,1,9.1,0.29354838709677417,1.0099292001161824,4,Rabi
BanasKantha,2022,2,0.1,0.0035714285714285718,0.018898223650461364,1,Summer
BanasKantha,2022,3,0.0,0.0,0.0,0,Summer
BanasKantha,2022,4,0.0,0.0,0.0,0,Summer
BanasKantha,2022,5,0.5,0.016129032258064516,0.045436946739765185,4,Summer
BanasKantha,2022,6,15.8,0.5266666666666667,1.9878828338007095,12,Kharif
BanasKantha,2022,7,484.0,15.612903225806452,20.492856347769646,31,Kharif
BanasKantha,2022,8,381.2,12.296774193548387,15.02272686900235,30,Kharif
BanasKantha,2022,9,87.2,2.9066666666666667,5.2193230723278035,20,Kharif
BanasKantha,2022,10,2.6,0.08387096774193549,0.26595334702856993,4,Rabi
BanasKantha,2022,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2022,12,0.0,0.0,0.0,0,Rabi
BanasKantha,2023,1,20.0,0.6451612903225806,3.4824166618099577,2,Rabi
BanasKantha,2023,2,0.0,0.0,0.0,0,Summer
BanasKantha,2023,3,6.7,0.2161290322580645,0.8699029732077589,6,Summer
BanasKantha,2023,4,2.9000000000000004,0.09666666666666668,0.3699798068425686,2,Summer
BanasKantha,2023,5,26.9,0.8677419354838709,2.864191229273887,6,Summer
BanasKantha,2023,6,334.1,11.136666666666667,35.60571906148024,17,Kharif
BanasKantha,2023,7,281.6,9.083870967741936,11.338197880739058,30,Kharif
BanasKantha,2023,8,47.3,1.525806451612903,1.1999910393930682,29,Kharif
BanasKantha,2023,9,165.70000000000002,5.523333333333334,14.600937223893949,17,Kharif
BanasKantha,2023,10,0.0,0.0,0.0,0,Rabi
BanasKantha,2023,11,54.2,1.8066666666666669,7.846850162406847,2,Rabi
BanasKantha,2023,12,3.5,0.11290322580645161,0.5754661504576796,2,Rabi
BanasKantha,2024,1,0.0,0.0,0.0,0,Rabi
BanasKantha,2024,2,1.0,0.034482758620689655,0.12327629267209235,3,Summer
BanasKantha,2024,3,8.0,0.25806451612903225,1.4368424162141993,1,Summer
BanasKantha,2024,4,0.0,0.0,0.0,0,Summer
BanasKantha,2024,5,0.6,0.01935483870967742,0.10776318121606494,1,Summer
BanasKantha,2024,6,86.39999999999999,2.88,5.880089138428266,12,Kharif
BanasKantha,2024,7,131.9,4.254838709677419,5.6239273768235085,31,Kharif
BanasKantha,2024,8,278.8,8.993548387096775,12.073716232209286,31,Kharif
BanasKantha,2024,9,138.1,4.6033333333333335,8.089178950422225,22,Kharif
BanasKantha,2024,10,17.1,0.5516129032258065,1.8647378667866317,5,Rabi
BanasKantha,2024,11,0.0,0.0,0.0,0,Rabi
BanasKantha,2024,12,0.3,0.00967741935483871,0.05388159060803247,1,Rabi
BanasKantha,2025,1,0.0,0.0,0.0,0,Rabi
BanasKantha,2025,2,0.1,0.0035714285714285718,0.018898223650461364,1,Summer
BanasKantha,2025,3,0.0,0.0,0.0,0,Summer
BanasKantha,2025,4,0.3,0.01,0.054772255750516606,1,Summer
BanasKantha,2025,5,52.400000000000006,1.6903225806451614,5.7431324111910484,10,Summer
BanasKantha,2025,6,139.6,4.653333333333333,7.022119403680077,20,Kharif
BanasKantha,2025,7,234.7,7.570967741935483,14.853556107284817,30,Kharif
BanasKantha,2025,8,218.1,7.035483870967742,9.923290730636241,29,Kharif
BanasKantha,2025,9,188.9,6.296666666666667,14.584415000936453,17,Kharif
BanasKantha,2025,10,53.7,1.7322580645161292,3.210439959130648,12,Rabi
BanasKantha,2025,11,3.5999999999999996,0.11999999999999998,0.5326576179226524,3,Rabi
BanasKantha,2025,12,3.0,0.0967741935483871,0.5388159060803247,1,Rabi
BanasKantha,2026,1,0.0,0.0,0.0,0,Rabi
Bharuch,2003,1,0.0,0.0,0.0,0,Rabi
Bharuch,2003,2,7.3,0.26071428571428573,1.3409060744620036,2,Summer
Bharuch,2003,3,0.0,0.0,0.0,0,Summer
Bharuch,2003,4,0.0,0.0,0.0,0,Summer
Bharuch,2003,5,0.0,0.0,0.0,0,Summer
Bharuch,2003,6,186.9,6.23,13.478876193818083,15,Kharif
Bharuch,2003,7,304.1,9.80967741935484,9.384254715167305,31,Kharif
Bharuch,2003,8,222.1,7.164516129032258,11.298039605379829,30,Kharif
Bharuch,2003,9,119.49999999999999,3.983333333333333,12.880728275976487,25,Kharif
Bharuch,2003,10,1.9000000000000001,0.061290322580645165,0.3231897475218324,2,Rabi
Bharuch,2003,11,0.2,0.006666666666666667,0.03651483716701108,1,Rabi
Bharuch,2003,12,0.0,0.0,0.0,0,Rabi
Bharuch,2004,1,0.2,0.0064516129032258064,0.03592106040535498,1,Rabi
Bharuch,2004,2,0.0,0.0,0.0,0,Summer
Bharuch,2004,3,0.0,0.0,0.0,0,Summer
Bharuch,2004,4,0.0,0.0,0.0,0,Summer
Bharuch,2004,5,8.0,0.25806451612903225,0.6652188579950647,6,Summer
Bharuch,2004,6,184.7,6.156666666666666,21.719460260857968,23,Kharif
Bharuch,2004,7,335.7,10.829032258064515,25.26173910018056,29,Kharif
Bharuch,2004,8,476.5,15.370967741935484,21.28049488065518,30,Kharif
Bharuch,2004,9,39.3,1.3099999999999998,2.3404022642743896,21,Kharif
Bharuch,2004,10,23.0,0.7419354838709677,1.604945314447066,11,Rabi
Bharuch,2004,11,1.9,0.06333333333333332,0.2684352273163263,2,Rabi
Bharuch,2004,12,0.3,0.00967741935483871,0.053881590608032465,1,Rabi
Bharuch,2005,1,0.3,0.00967741935483871,0.053881590608032465,1,Rabi
Bharuch,2005,2,0.0,0.0,0.0,0,Summer
Bharuch,2005,3,0.0,0.0,0.0,0,Summer
Bharuch,2005,4,0.0,0.0,0.0,0,Summer
Bharuch,2005,5,0.3,0.00967741935483871,0.05388159060803247,1,Summer
Bharuch,2005,6,314.3,10.476666666666667,28.47902656382392,15,Kharif
Bharuch,2005,7,167.0,5.387096774193548,10.059911925906173,29,Kharif
Bharuch,2005,8,209.6,6.761290322580645,16.379289309355574,30,Kharif
Bharuch,2005,9,437.9,14.596666666666666,20.61761020522778,24,Kharif
Bharuch,2005,10,1.7000000000000002,0.05483870967741936,0.13124711978406578,5,Rabi
Bharuch,2005,11,0.0,0.0,0.0,0,Rabi
Bharuch,2005,12,0.0,0.0,0.0,0,Rabi
Bharuch,2006,1,0.0,0.0,0.0,0,Rabi
