district,year,month,monthly_rain_sum,monthly_rain_mean
botad,2011,5,0.0,0.0
botad,2011,6,5.7,0.19
botad,2011,7,253.7,8.183870967741935
botad,2011,8,202.4,6.529032258064516
botad,2011,9,200.3,6.676666666666667
botad,2011,10,0.0,0.0
botad,2011,11,0.0,0.0
botad,2011,12,0.0,0.0
botad,2012,1,0.0,0.0
botad,2012,2,0.0,0.0
botad,2012,3,0.0,0.0
botad,2012,4,0.5,0.0166666666666666
botad,2012,5,4.9,0.1580645161290322
botad,2012,6,25.8,0.8599999999999999
botad,2012,7,61.7,1.9903225806451612
botad,2012,8,54.0,1.7419354838709675
botad,2012,9,227.1,7.569999999999999
botad,2012,10,0.0,0.0
botad,2012,11,0.0,0.0
botad,2012,12,0.0,0.0
botad,2013,1,0.0,0.0
botad,2013,2,0.0,0.0
botad,2013,3,0.0,0.0
botad,2013,4,8.2,0.2733333333333333
botad,2013,5,0.0,0.0
botad,2013,6,101.5,3.3833333333333333
botad,2013,7,231.5,7.467741935483871
botad,2013,8,148.4,4.787096774193548
botad,2013,9,245.7,8.19
botad,2013,10,59.0,1.903225806451613
botad,2013,11,0.0,0.0
botad,2013,12,0.0,0.0
botad,2014,1,1.0,0.032258064516129
botad,2014,2,0.4,0.0142857142857142
botad,2014,3,1.6,0.0516129032258064
botad,2014,4,0.8,0.0266666666666666
botad,2014,5,0.0,0.0
botad,2014,6,7.5,0.25
botad,2014,7,170.9,5.512903225806451
botad,2014,8,112.3,3.6225806451612894
botad,2014,9,243.6,8.12
botad,2014,10,2.3000000000000003,0.0741935483870967
botad,2014,11,10.7,0.3566666666666666
botad,2014,12,0.0,0.0
botad,2015,1,5.7,0.1838709677419354
botad,2015,2,0.0,0.0
botad,2015,3,6.5,0.2096774193548387
botad,2015,4,0.5,0.0166666666666666
botad,2015,5,1.5,0.0483870967741935
botad,2015,6,144.89999999999998,4.829999999999999
botad,2015,7,113.8,3.670967741935484
botad,2015,8,21.2,0.6838709677419355
botad,2015,9,162.0,5.4
botad,2015,10,0.8,0.0258064516129032
botad,2015,11,0.1,0.0033333333333333
botad,2015,12,0.0,0.0
botad,2016,1,0.0,0.0
botad,2016,2,0.0,0.0
botad,2016,3,2.2,0.0709677419354838
botad,2016,4,1.1,0.0366666666666666
botad,2016,5,1.7,0.0548387096774193
botad,2016,6,41.2,1.3733333333333335
botad,2016,7,128.3,4.138709677419355
botad,2016,8,153.7,4.958064516129032
botad,2016,9,74.39999999999999,2.4799999999999995
botad,2016,10,108.4,3.496774193548388
botad,2016,11,0.0,0.0
botad,2016,12,0.0,0.0
botad,2017,1,0.0,0.0
botad,2017,2,0.0,0.0
botad,2017,3,0.0,0.0
botad,2017,4,0.5,0.0166666666666666
botad,2017,5,0.0,0.0
botad,2017,6,87.9,2.93
botad,2017,7,234.2,7.55483870967742
botad,2017,8,293.0,9.451612903225806
botad,2017,9,143.89999999999998,4.796666666666666
botad,2017,10,43.0,1.3870967741935485
botad,2017,11,0.0,0.0
botad,2017,12,23.9,0.7709677419354839
botad,2018,1,0.0,0.0
botad,2018,2,0.4,0.0142857142857142
botad,2018,3,0.0,0.0
botad,2018,4,0.1,0.0033333333333333
botad,2018,5,0.0,0.0
botad,2018,6,13.7,0.4566666666666667
botad,2018,7,310.6,10.019354838709678
botad,2018,8,140.8,4.541935483870968
botad,2018,9,16.2,0.5399999999999999
botad,2018,10,0.0,0.0
botad,2018,11,0.0,0.0
botad,2018,12,0.0,0.0
botad,2019,1,0.0,0.0
botad,2019,2,0.0,0.0
botad,2019,3,0.0,0.0
botad,2019,4,0.3,0.01
botad,2019,5,0.0,0.0
botad,2019,6,101.7,3.39
botad,2019,7,221.9,7.158064516129032
botad,2019,8,444.0,14.32258064516129
botad,2019,9,622.4,20.746666666666663
botad,2019,10,29.7,0.9580645161290322
botad,2019,11,21.6,0.7200000000000001
botad,2019,12,0.1,0.0032258064516129
botad,2020,1,1.1,0.0354838709677419
botad,2020,2,0.0,0.0
botad,2020,3,0.0,0.0
botad,2020,4,0.0,0.0
botad,2020,5,0.0,0.0
botad,2020,6,117.8,3.926666666666667
botad,2020,7,207.0,6.67741935483871
botad,2020,8,518.7,16.73225806451613
botad,2020,9,115.3,3.843333333333333
botad,2020,10,13.8,0.4451612903225806
botad,2020,11,0.0,0.0
botad,2020,12,8.3,0.267741935483871
botad,2021,1,0.0,0.0
botad,2021,2,0.0,0.0
botad,2021,3,0.0,0.0
botad,2021,4,0.0,0.0
botad,2021,5,162.4,5.238709677419355
botad,2021,6,96.6,3.22
botad,2021,7,183.7,5.925806451612903
botad,2021,8,44.5,1.435483870967742
botad,2021,9,465.2,15.506666666666666
botad,2021,10,22.1,0.7129032258064517
botad,2021,11,4.4,0.1466666666666666
botad,2021,12,26.9,0.867741935483871
botad,2022,1,4.699999999999999,0.1516129032258064
botad,2022,2,0.0,0.0
botad,2022,3,0.0,0.0
botad,2022,4,0.0,0.0
botad,2022,5,0.1,0.0032258064516129
botad,2022,6,48.1,1.6033333333333333
botad,2022,7,245.3,7.912903225806452
botad,2022,8,186.7,6.02258064516129
botad,2022,9,221.7,7.39
botad,2022,10,16.9,0.5451612903225806
botad,2022,11,0.0,0.0
botad,2022,12,4.9,0.1580645161290322
botad,2023,1,4.7,0.1516129032258064
botad,2023,2,0.0,0.0
botad,2023,3,7.1000000000000005,0.2290322580645161
botad,2023,4,4.8,0.16
botad,2023,5,23.2,0.7483870967741936
botad,2023,6,133.3,4.443333333333333
botad,2023,7,327.6,10.567741935483872
botad,2023,8,14.5,0.4677419354838709
botad,2023,9,121.4,4.046666666666667
botad,2023,10,2.4000000000000004,0.0774193548387097
botad,2023,11,35.9,1.1966666666666663
botad,2023,12,2.6,0.0838709677419354
botad,2024,1,0.3,0.0096774193548387
botad,2024,2,0.0,0.0
botad,2024,3,2.0,0.064516129032258
botad,2024,4,2.7,0.09
botad,2024,5,0.5,0.0161290322580645
botad,2024,6,167.1,5.569999999999999
botad,2024,7,447.9,14.448387096774193
botad,2024,8,725.9,23.416129032258063
botad,2024,9,240.2,8.006666666666666
botad,2024,10,130.5,4.209677419354839
botad,2024,11,0.0,0.0
botad,2024,12,0.0,0.0
botad,2025,1,0.0,0.0
botad,2025,2,0.0,0.0
botad,2025,3,0.0,0.0
botad,2025,4,0.0,0.0
botad,2025,5,59.7,1.9258064516129036
botad,2025,6,218.7,7.29
botad,2025,7,149.5,4.82258064516129
botad,2025,8,112.5,3.629032258064516
botad,2025,9,158.9,5.296666666666667
botad,2025,10,270.5,8.725806451612904
botad,2025,11,7.8,0.26
botad,2025,12,0.0,0.0
botad,2026,1,1.3,0.0433333333333333
chhotaudaipur,2003,1,0.6,0.0193548387096774
chhotaudaipur,2003,2,16.8,0.6
chhotaudaipur,2003,3,0.0,0.0
chhotaudaipur,2003,4,0.0,0.0
chhotaudaipur,2003,5,0.0,0.0
chhotaudaipur,2003,6,168.5,5.616666666666666
chhotaudaipur,2003,7,337.0,10.870967741935484
chhotaudaipur,2003,8,266.8,8.606451612903227
chhotaudaipur,2003,9,99.6,3.32
chhotaudaipur,2003,10,0.0,0.0
chhotaudaipur,2003,11,0.0,0.0
chhotaudaipur,2003,12,0.0,0.0
chhotaudaipur,2004,1,0.2,0.0064516129032258
chhotaudaipur,2004,2,0.0,0.0
chhotaudaipur,2004,3,0.0,0.0
chhotaudaipur,2004,4,0.0,0.0
chhotaudaipur,2004,5,5.7,0.1838709677419354
chhotaudaipur,2004,6,103.7,3.4566666666666666
chhotaudaipur,2004,7,432.7000000000001,13.958064516129031
chhotaudaipur,2004,8,526.8,16.993548387096773
chhotaudaipur,2004,9,37.7,1.2566666666666668
chhotaudaipur,2004,10,41.2,1.3290322580645162
chhotaudaipur,2004,11,1.2,0.04
chhotaudaipur,2004,12,0.0,0.0
chhotaudaipur,2005,1,1.1,0.0354838709677419
chhotaudaipur,2005,2,0.0,0.0
chhotaudaipur,2005,3,0.0,0.0
chhotaudaipur,2005,4,0.0,0.0
chhotaudaipur,2005,5,0.3,0.0096774193548387
chhotaudaipur,2005,6,112.7,3.756666666666667
chhotaudaipur,2005,7,224.8,7.251612903225807
chhotaudaipur,2005,8,256.0,8.258064516129032
chhotaudaipur,2005,9,382.0,12.733333333333333
chhotaudaipur,2005,10,1.0,0.032258064516129
chhotaudaipur,2005,11,0.0,0.0
chhotaudaipur,2005,12,0.0,0.0
chhotaudaipur,2006,1,0.0,0.0
chhotaudaipur,2006,2,0.0,0.0
chhotaudaipur,2006,3,2.0,0.064516129032258
chhotaudaipur,2006,4,0.0,0.0
chhotaudaipur,2006,5,8.4,0.2709677419354839
chhotaudaipur,2006,6,63.4,2.1133333333333333
chhotaudaipur,2006,7,679.9,21.932258064516127
chhotaudaipur,2006,8,515.6,16.63225806451613
chhotaudaipur,2006,9,155.0,5.166666666666667
chhotaudaipur,2006,10,13.8,0.4451612903225806
chhotaudaipur,2006,11,2.5,0.0833333333333333
chhotaudaipur,2006,12,0.0,0.0
chhotaudaipur,2007,1,0.3,0.0096774193548387
chhotaudaipur,2007,2,1.1,0.0392857142857142
chhotaudaipur,2007,3,0.1,0.0032258064516129
chhotaudaipur,2007,4,2.1,0.07
chhotaudaipur,2007,5,1.1,0.0354838709677419
chhotaudaipur,2007,6,102.8,3.4266666666666667
chhotaudaipur,2007,7,532.8,17.187096774193545
chhotaudaipur,2007,8,344.6,11.116129032258064
chhotaudaipur,2007,9,209.1,6.97
chhotaudaipur,2007,10,0.3,0.0096774193548387
chhotaudaipur,2007,11,1.7000000000000002,0.0566666666666666
chhotaudaipur,2007,12,0.0,0.0
chhotaudaipur,2008,1,0.0,0.0
chhotaudaipur,2008,2,0.4,0.0137931034482758
chhotaudaipur,2008,3,0.3,0.0096774193548387
chhotaudaipur,2008,4,0.4,0.0133333333333333
chhotaudaipur,2008,5,0.0,0.0
chhotaudaipur,2008,6,116.7,3.89
chhotaudaipur,2008,7,212.2,6.84516129032258
chhotaudaipur,2008,8,350.6,11.30967741935484
chhotaudaipur,2008,9,196.1,6.536666666666666
chhotaudaipur,2008,10,32.2,1.038709677419355
chhotaudaipur,2008,11,13.3,0.4433333333333333
chhotaudaipur,2008,12,5.3,0.1709677419354838
chhotaudaipur,2009,1,0.0,0.0
chhotaudaipur,2009,2,0.0,0.0
chhotaudaipur,2009,3,0.1,0.0032258064516129
chhotaudaipur,2009,4,0.0,0.0
chhotaudaipur,2009,5,0.0,0.0
chhotaudaipur,2009,6,8.9,0.2966666666666667
chhotaudaipur,2009,7,458.1,14.77741935483871
chhotaudaipur,2009,8,131.5,4.241935483870968
chhotaudaipur,2009,9,55.8,1.86
chhotaudaipur,2009,10,21.4,0.6903225806451613
chhotaudaipur,2009,11,62.89999999999999,2.0966666666666662
chhotaudaipur,2009,12,2.2,0.0709677419354838
chhotaudaipur,2010,1,0.0,0.0
chhotaudaipur,2010,2,0.0,0.0
chhotaudaipur,2010,3,1.2999999999999998,0.0419354838709677
chhotaudaipur,2010,4,0.0,0.0
chhotaudaipur,2010,5,0.0,0.0
chhotaudaipur,2010,6,66.5,2.216666666666667
chhotaudaipur,2010,7,256.7,8.280645161290321
chhotaudaipur,2010,8,317.6,10.24516129032258
chhotaudaipur,2010,9,284.9,9.496666666666666
chhotaudaipur,2010,10,32.3,1.0419354838709676
chhotaudaipur,2010,11,34.1,1.1366666666666667
chhotaudaipur,2010,12,0.0,0.0
chhotaudaipur,2011,1,0.0,0.0
chhotaudaipur,2011,2,0.0,0.0
chhotaudaipur,2011,3,0.0,0.0
chhotaudaipur,2011,4,0.0,0.0
chhotaudaipur,2011,5,0.4,0.0129032258064516
chhotaudaipur,2011,6,30.1,1.0033333333333334
chhotaudaipur,2011,7,564.3,18.203225806451613
chhotaudaipur,2011,8,419.3,13.525806451612905
chhotaudaipur,2011,9,90.7,3.023333333333333
chhotaudaipur,2011,10,0.4,0.0129032258064516
chhotaudaipur,2011,11,0.0,0.0
chhotaudaipur,2011,12,0.0,0.0
chhotaudaipur,2012,1,0.0,0.0
chhotaudaipur,2012,2,0.0,0.0
chhotaudaipur,2012,3,0.0,0.0
chhotaudaipur,2012,4,0.0,0.0
chhotaudaipur,2012,5,1.9,0.0612903225806451
chhotaudaipur,2012,6,14.1,0.47
chhotaudaipur,2012,7,227.2,7.329032258064516
chhotaudaipur,2012,8,306.7,9.893548387096772
chhotaudaipur,2012,9,396.9,13.23
chhotaudaipur,2012,10,7.8,0.2516129032258064
chhotaudaipur,2012,11,0.0,0.0
chhotaudaipur,2012,12,0.0,0.0
chhotaudaipur,2013,1,0.0,0.0
chhotaudaipur,2013,2,0.0,0.0
chhotaudaipur,2013,3,0.0,0.0
chhotaudaipur,2013,4,1.2999999999999998,0.0433333333333333
chhotaudaipur,2013,5,0.0,0.0
chhotaudaipur,2013,6,134.6,4.486666666666666
chhotaudaipur,2013,7,476.3,15.36451612903226
chhotaudaipur,2013,8,243.2,7.84516129032258
chhotaudaipur,2013,9,284.40000000000003,9.48
chhotaudaipur,2013,10,80.7,2.603225806451613
chhotaudaipur,2013,11,0.0,0.0
chhotaudaipur,2013,12,0.3,0.0096774193548387
chhotaudaipur,2014,1,11.9,0.3838709677419355
chhotaudaipur,2014,2,2.5,0.0892857142857142
chhotaudaipur,2014,3,3.2,0.1032258064516128
chhotaudaipur,2014,4,0.1,0.0033333333333333
chhotaudaipur,2014,5,0.0,0.0
chhotaudaipur,2014,6,9.3,0.31
chhotaudaipur,2014,7,491.3,15.848387096774196
chhotaudaipur,2014,8,205.4,6.625806451612903
chhotaudaipur,2014,9,203.8,6.793333333333334
chhotaudaipur,2014,10,1.8,0.0580645161290322
chhotaudaipur,2014,11,5.7,0.19
chhotaudaipur,2014,12,0.4,0.0129032258064516
chhotaudaipur,2015,1,1.1,0.0354838709677419
chhotaudaipur,2015,2,0.0,0.0
chhotaudaipur,2015,3,9.7,0.3129032258064516
chhotaudaipur,2015,4,9.1,0.3033333333333333
chhotaudaipur,2015,5,0.0,0.0
chhotaudaipur,2015,6,125.4,4.180000000000001
chhotaudaipur,2015,7,258.3,8.332258064516129
chhotaudaipur,2015,8,48.9,1.5774193548387097
chhotaudaipur,2015,9,143.70000000000002,4.790000000000001
chhotaudaipur,2015,10,0.1,0.0032258064516129
chhotaudaipur,2015,11,0.8,0.0266666666666666
chhotaudaipur,2015,12,0.0,0.0
chhotaudaipur,2016,1,0.0,0.0
chhotaudaipur,2016,2,0.0,0.0
chhotaudaipur,2016,3,1.0,0.032258064516129
chhotaudaipur,2016,4,0.0,0.0
chhotaudaipur,2016,5,1.1,0.0354838709677419
chhotaudaipur,2016,6,72.8,2.4266666666666667
chhotaudaipur,2016,7,207.5,6.693548387096774
chhotaudaipur,2016,8,255.3,8.235483870967743
chhotaudaipur,2016,9,145.3,4.843333333333334
chhotaudaipur,2016,10,65.9,2.1258064516129034
chhotaudaipur,2016,11,0.0,0.0
chhotaudaipur,2016,12,0.0,0.0
chhotaudaipur,2017,1,0.1,0.0032258064516129
chhotaudaipur,2017,2,0.0,0.0
chhotaudaipur,2017,3,0.0,0.0
chhotaudaipur,2017,4,0.0,0.0
chhotaudaipur,2017,5,2.2,0.0709677419354838
chhotaudaipur,2017,6,149.8,4.993333333333334
chhotaudaipur,2017,7,429.4,13.851612903225806
chhotaudaipur,2017,8,209.4,6.754838709677419
chhotaudaipur,2017,9,129.4,4.3133333333333335
chhotaudaipur,2017,10,10.6,0.3419354838709678
chhotaudaipur,2017,11,0.0,0.0
chhotaudaipur,2017,12,19.5,0.6290322580645161
chhotaudaipur,2018,1,0.0,0.0
chhotaudaipur,2018,2,0.0,0.0
chhotaudaipur,2018,3,0.0,0.0
chhotaudaipur,2018,4,0.2,0.0066666666666666
chhotaudaipur,2018,5,0.6,0.0193548387096774
chhotaudaipur,2018,6,79.2,2.64
chhotaudaipur,2018,7,402.7,12.99032258064516
chhotaudaipur,2018,8,283.9,9.158064516129032
chhotaudaipur,2018,9,134.0,4.466666666666667
chhotaudaipur,2018,10,2.5,0.0806451612903225
chhotaudaipur,2018,11,0.0,0.0
chhotaudaipur,2018,12,0.0,0.0
chhotaudaipur,2019,1,0.0,0.0
chhotaudaipur,2019,2,0.6,0.0214285714285714
chhotaudaipur,2019,3,0.0,0.0
chhotaudaipur,2019,4,0.0,0.0
chhotaudaipur,2019,5,0.0,0.0
chhotaudaipur,2019,6,188.6,6.286666666666666
chhotaudaipur,2019,7,319.7,10.312903225806451
chhotaudaipur,2019,8,1169.3,37.71935483870968
chhotaudaipur,2019,9,426.3,14.21
chhotaudaipur,2019,10,93.4,3.0129032258064514
chhotaudaipur,2019,11,37.3,1.2433333333333332
chhotaudaipur,2019,12,1.1,0.0354838709677419
chhotaudaipur,2020,1,0.6,0.0193548387096774
chhotaudaipur,2020,2,0.0,0.0
chhotaudaipur,2020,3,0.7,0.0225806451612903
chhotaudaipur,2020,4,0.0,0.0
chhotaudaipur,2020,5,0.0,0.0
chhotaudaipur,2020,6,96.3,3.21
chhotaudaipur,2020,7,263.8,8.509677419354839
chhotaudaipur,2020,8,498.7,16.087096774193547
chhotaudaipur,2020,9,143.2,4.7733333333333325
chhotaudaipur,2020,10,12.3,0.3967741935483871
chhotaudaipur,2020,11,0.0,0.0
chhotaudaipur,2020,12,25.2,0.8129032258064516
chhotaudaipur,2021,1,13.3,0.4290322580645161
chhotaudaipur,2021,2,0.8,0.0285714285714285
chhotaudaipur,2021,3,0.0,0.0
chhotaudaipur,2021,4,0.0,0.0
chhotaudaipur,2021,5,37.8,1.2193548387096775
chhotaudaipur,2021,6,131.9,4.3966666666666665
chhotaudaipur,2021,7,258.4,8.33548387096774
chhotaudaipur,2021,8,134.8,4.348387096774194
chhotaudaipur,2021,9,393.6,13.12
chhotaudaipur,2021,10,46.0,1.4838709677419355
chhotaudaipur,2021,11,19.5,0.65
chhotaudaipur,2021,12,22.5,0.7258064516129032
chhotaudaipur,2022,1,6.9,0.2225806451612903
chhotaudaipur,2022,2,0.0,0.0
chhotaudaipur,2022,3,4.6,0.1483870967741935
chhotaudaipur,2022,4,0.0,0.0
chhotaudaipur,2022,5,0.2,0.0064516129032258
chhotaudaipur,2022,6,97.9,3.2633333333333336
chhotaudaipur,2022,7,528.6,17.051612903225806
chhotaudaipur,2022,8,229.8,7.412903225806452
chhotaudaipur,2022,9,169.1,5.636666666666667
chhotaudaipur,2022,10,69.5,2.2419354838709675
chhotaudaipur,2022,11,0.0,0.0
chhotaudaipur,2022,12,4.800000000000001,0.1548387096774194
chhotaudaipur,2023,1,1.5,0.0483870967741935
chhotaudaipur,2023,2,0.0,0.0
chhotaudaipur,2023,3,5.800000000000001,0.1870967741935484
chhotaudaipur,2023,4,0.8,0.0266666666666666
chhotaudaipur,2023,5,17.7,0.5709677419354838
chhotaudaipur,2023,6,183.3,6.11
chhotaudaipur,2023,7,353.5,11.403225806451612
chhotaudaipur,2023,8,72.0,2.3225806451612905
chhotaudaipur,2023,9,314.8,10.493333333333334
chhotaudaipur,2023,10,0.3,0.0096774193548387
chhotaudaipur,2023,11,34.5,1.15
chhotaudaipur,2023,12,13.4,0.4322580645161289
chhotaudaipur,2024,1,0.1,0.0032258064516129
chhotaudaipur,2024,2,0.5,0.0172413793103448
chhotaudaipur,2024,3,1.6,0.0516129032258064
chhotaudaipur,2024,4,0.0,0.0
chhotaudaipur,2024,5,3.0,0.0967741935483871
chhotaudaipur,2024,6,127.2,4.239999999999999
chhotaudaipur,2024,7,422.8,13.638709677419357
chhotaudaipur,2024,8,592.4,19.10967741935484
chhotaudaipur,2024,9,426.0,14.2
chhotaudaipur,2024,10,62.6,2.0193548387096776
chhotaudaipur,2024,11,0.0,0.0
chhotaudaipur,2024,12,3.8,0.1225806451612903
chhotaudaipur,2025,1,0.2,0.0064516129032258
chhotaudaipur,2025,2,0.0,0.0
chhotaudaipur,2025,3,0.0,0.0
chhotaudaipur,2025,4,0.0,0.0
chhotaudaipur,2025,5,48.9,1.5774193548387097
chhotaudaipur,2025,6,160.1,5.336666666666667
chhotaudaipur,2025,7,184.9,5.964516129032258
chhotaudaipur,2025,8,331.40000000000003,10.690322580645162
chhotaudaipur,2025,9,303.7,10.123333333333331
chhotaudaipur,2025,10,164.29999999999998,5.3
chhotaudaipur,2025,11,15.1,0.5033333333333334
chhotaudaipur,2025,12,0.0,0.0
chhotaudaipur,2026,1,0.7,0.0233333333333333
dahod,2003,1,1.3,0.0419354838709677
dahod,2003,2,18.5,0.6607142857142857
dahod,2003,3,0.0,0.0
dahod,2003,4,0.0,0.0
dahod,2003,5,0.0,0.0
dahod,2003,6,181.1,6.036666666666666
dahod,2003,7,410.9,13.25483870967742
dahod,2003,8,314.3,10.138709677419357
dahod,2003,9,92.4,3.08
dahod,2003,10,0.0,0.0
dahod,2003,11,0.0,0.0
dahod,2003,12,0.0,0.0
dahod,2004,1,0.8999999999999999,0.0290322580645161
dahod,2004,2,0.0,0.0
dahod,2004,3,0.0,0.0
dahod,2004,4,0.0,0.0
dahod,2004,5,12.3,0.3967741935483871
dahod,2004,6,120.9,4.03
dahod,2004,7,348.4,11.238709677419354
dahod,2004,8,584.0,18.83870967741936
dahod,2004,9,59.0,1.9666666666666663
dahod,2004,10,44.7,1.4419354838709677
dahod,2004,11,0.8,0.0266666666666666
dahod,2004,12,0.1,0.0032258064516129
dahod,2005,1,2.5,0.0806451612903225
dahod,2005,2,0.0,0.0
dahod,2005,3,0.0,0.0
dahod,2005,4,0.0,0.0
dahod,2005,5,2.1,0.0677419354838709
dahod,2005,6,105.6,3.5200000000000005
dahod,2005,7,312.9,10.093548387096773
dahod,2005,8,201.2,6.490322580645162
dahod,2005,9,363.3,12.11
dahod,2005,10,0.6,0.0193548387096774
dahod,2005,11,0.0,0.0
dahod,2005,12,0.0,0.0
dahod,2006,1,0.0,0.0
dahod,2006,2,0.0,0.0
dahod,2006,3,5.2,0.1677419354838709
dahod,2006,4,0.0,0.0
dahod,2006,5,3.0,0.0967741935483871
dahod,2006,6,82.10000000000001,2.736666666666667
dahod,2006,7,697.3,22.493548387096773
dahod,2006,8,535.0,17.258064516129032
dahod,2006,9,162.1,5.403333333333333
dahod,2006,10,4.0,0.1290322580645161
dahod,2006,11,2.0,0.0666666666666666
dahod,2006,12,0.0,0.0
dahod,2007,1,0.0,0.0
dahod,2007,2,1.9,0.0678571428571428
dahod,2007,3,0.2,0.0064516129032258
dahod,2007,4,1.0,0.0333333333333333
dahod,2007,5,1.6,0.0516129032258064
dahod,2007,6,106.8,3.56
dahod,2007,7,882.1,28.45483870967742
dahod,2007,8,375.1,12.1
dahod,2007,9,299.7,9.99
dahod,2007,10,0.0,0.0
dahod,2007,11,0.2,0.0066666666666666
dahod,2007,12,0.0,0.0
dahod,2008,1,0.1,0.0032258064516129
dahod,2008,2,0.5,0.0172413793103448
dahod,2008,3,0.6,0.0193548387096774
dahod,2008,4,1.7,0.0566666666666666
dahod,2008,5,0.2,0.0064516129032258
dahod,2008,6,135.8,4.526666666666667
dahod,2008,7,190.4,6.141935483870968
dahod,2008,8,302.8,9.76774193548387
dahod,2008,9,169.8,5.66
dahod,2008,10,17.2,0.5548387096774193
dahod,2008,11,8.799999999999999,0.2933333333333333
dahod,2008,12,3.0,0.0967741935483871
dahod,2009,1,0.1,0.0032258064516129
dahod,2009,2,0.0,0.0
dahod,2009,3,1.8,0.0580645161290322
dahod,2009,4,0.7,0.0233333333333333
dahod,2009,5,0.0,0.0
dahod,2009,6,10.8,0.36
dahod,2009,7,405.4,13.077419354838709
dahod,2009,8,129.1,4.164516129032258
dahod,2009,9,47.9,1.596666666666667
dahod,2009,10,25.2,0.8129032258064516
dahod,2009,11,42.9,1.43
dahod,2009,12,2.3,0.0741935483870967
dahod,2010,1,0.2,0.0064516129032258
dahod,2010,2,1.2,0.0428571428571428
dahod,2010,3,1.6,0.0516129032258064
dahod,2010,4,0.0,0.0
dahod,2010,5,1.2000000000000002,0.0387096774193548
dahod,2010,6,40.4,1.346666666666667
dahod,2010,7,306.5,9.887096774193548
dahod,2010,8,325.0,10.483870967741936
dahod,2010,9,220.3,7.343333333333334
dahod,2010,10,15.9,0.5129032258064516
dahod,2010,11,47.8,1.5933333333333335
dahod,2010,12,0.0,0.0
dahod,2011,1,0.0,0.0
dahod,2011,2,0.0,0.0
dahod,2011,3,0.0,0.0
dahod,2011,4,0.3,0.01
dahod,2011,5,1.9,0.0612903225806451
dahod,2011,6,64.4,2.146666666666667
dahod,2011,7,501.2,16.16774193548387
dahod,2011,8,501.4,16.174193548387095
dahod,2011,9,127.4,4.246666666666667
dahod,2011,10,0.0,0.0
dahod,2011,11,0.0,0.0
dahod,2011,12,0.0,0.0
dahod,2012,1,0.0,0.0
dahod,2012,2,0.0,0.0
dahod,2012,3,0.0,0.0
dahod,2012,4,0.0,0.0
dahod,2012,5,3.3000000000000003,0.1064516129032258
dahod,2012,6,40.1,1.336666666666667
dahod,2012,7,284.7,9.183870967741935
dahod,2012,8,487.6,15.729032258064516
dahod,2012,9,512.9,17.096666666666668
dahod,2012,10,13.5,0.4354838709677419
dahod,2012,11,0.0,0.0
dahod,2012,12,0.0,0.0
dahod,2013,1,0.0,0.0
dahod,2013,2,2.8,0.0999999999999999
dahod,2013,3,1.4,0.0451612903225806
dahod,2013,4,5.6000000000000005,0.1866666666666666
dahod,2013,5,0.0,0.0
dahod,2013,6,151.0,5.033333333333333
dahod,2013,7,527.6,17.019354838709678
dahod,2013,8,251.4,8.109677419354838
dahod,2013,9,203.2,6.7733333333333325
dahod,2013,10,56.1,1.8096774193548388
dahod,2013,11,0.0,0.0
dahod,2013,12,0.0,0.0
dahod,2014,1,24.4,0.7870967741935483
dahod,2014,2,7.5,0.2678571428571428
dahod,2014,3,4.7,0.1516129032258064
dahod,2014,4,0.2,0.0066666666666666
dahod,2014,5,0.8,0.0258064516129032
dahod,2014,6,14.9,0.4966666666666667
dahod,2014,7,367.7,11.861290322580643
dahod,2014,8,218.3,7.041935483870968
dahod,2014,9,166.8,5.5600000000000005
dahod,2014,10,4.4,0.1419354838709677
dahod,2014,11,18.9,0.63
dahod,2014,12,0.4,0.0129032258064516
dahod,2015,1,2.0,0.064516129032258
dahod,2015,2,1.0,0.0357142857142857
dahod,2015,3,9.4,0.3032258064516129
dahod,2015,4,7.9,0.2633333333333333
dahod,2015,5,0.2,0.0064516129032258
dahod,2015,6,163.6,5.453333333333333
dahod,2015,7,343.8,11.09032258064516
dahod,2015,8,89.8,2.896774193548387
dahod,2015,9,73.8,2.46
dahod,2015,10,0.7000000000000001,0.0225806451612903
dahod,2015,11,0.4,0.0133333333333333
dahod,2015,12,0.0,0.0
dahod,2016,1,1.7,0.0548387096774193
dahod,2016,2,0.4,0.0137931034482758
dahod,2016,3,0.1,0.0032258064516129
dahod,2016,4,0.0,0.0
dahod,2016,5,4.7,0.1516129032258064
dahod,2016,6,77.0,2.566666666666667
dahod,2016,7,287.5,9.274193548387096
dahod,2016,8,301.7,9.73225806451613
dahod,2016,9,74.3,2.4766666666666666
dahod,2016,10,71.8,2.3161290322580643
dahod,2016,11,0.0,0.0
dahod,2016,12,0.0,0.0
dahod,2017,1,0.3999999999999999,0.0129032258064516
dahod,2017,2,0.0,0.0
dahod,2017,3,0.0,0.0
dahod,2017,4,0.0,0.0
dahod,2017,5,4.7,0.1516129032258064
dahod,2017,6,72.4,2.4133333333333336
dahod,2017,7,530.6,17.116129032258065
dahod,2017,8,195.4,6.303225806451613
dahod,2017,9,158.79999999999998,5.293333333333333
dahod,2017,10,7.6,0.2451612903225806
dahod,2017,11,0.0,0.0
dahod,2017,12,38.1,1.229032258064516
dahod,2018,1,0.0,0.0
dahod,2018,2,0.7,0.0249999999999999
dahod,2018,3,0.7,0.0225806451612903
