district,monthly_ndvi_mean,year,month
mahesana,3.913260974970948e-05,2021,3
mahesana,3.654089825258179e-05,2021,4
mahesana,3.654688574492541e-05,2021,5
mahesana,3.552432728167695e-05,2021,6
mahesana,3.378181916957304e-05,2021,7
mahesana,5.099796284697945e-05,2021,8
mahesana,6.392275000662415e-05,2021,9
mahesana,5.816211449737448e-05,2021,10
mahesana,5.061966529006276e-05,2021,11
mahesana,5.438568901634237e-05,2021,12
mahesana,5.846760095520131e-05,2022,1
mahesana,5.194326369022837e-05,2022,2
mahesana,3.786910644947785e-05,2022,3
mahesana,3.518538999219267e-05,2022,4
mahesana,3.0295597280525495e-05,2022,5
mahesana,2.8827309584557626e-05,2022,6
mahesana,3.666800518513228e-05,2022,7
mahesana,4.934679761449851e-05,2022,8
mahesana,5.496088748638136e-05,2022,9
mahesana,4.921921592478378e-05,2022,10
mahesana,4.94167731148339e-05,2022,11
mahesana,5.5326489836509616e-05,2022,12
mahesana,5.655154889457445e-05,2023,1
mahesana,5.174319732556894e-05,2023,2
mahesana,4.3442482075444425e-05,2023,3
mahesana,3.962074348438038e-05,2023,4
mahesana,3.5152263071495264e-05,2023,5
mahesana,3.7727345445307335e-05,2023,6
mahesana,2.929346598516732e-05,2023,7
mahesana,4.440858530078404e-05,2023,8
mahesana,5.927977874816951e-05,2023,9
mahesana,5.33545228455628e-05,2023,10
mahesana,5.045799862568902e-05,2023,11
mahesana,5.622033519034618e-05,2023,12
mahesana,5.875911335185876e-05,2024,1
mahesana,5.040199003933568e-05,2024,2
mahesana,4.082105898555746e-05,2024,3
mahesana,3.883384511153973e-05,2024,4
mahesana,3.383464996269913e-05,2024,5
mahesana,2.7702647914481984e-05,2024,6
mahesana,2.575711926950051e-05,2024,7
mahesana,5.09012722506393e-05,2024,8
mahesana,5.9156926334743206e-05,2024,9
mahesana,5.559340280151513e-05,2024,10
mahesana,4.810740200683896e-05,2024,11
mahesana,4.934030566036633e-05,2024,12
narmada,3.830413721647176e-05,2005,1
narmada,3.319571236856566e-05,2005,2
narmada,2.9472408171618163e-05,2005,3
narmada,2.7849792695240388e-05,2005,4
narmada,2.790343766794019e-05,2005,5
narmada,1.981348653367752e-05,2005,6
narmada,3.8639802944057584e-05,2005,7
narmada,5.3550077195576456e-05,2005,8
narmada,6.240890418885771e-05,2005,9
narmada,5.964297729319877e-05,2005,10
narmada,5.142300436041126e-05,2005,11
narmada,4.398900185129159e-05,2005,12
narmada,3.851181925744062e-05,2006,1
narmada,3.2413793909752016e-05,2006,2
narmada,3.042860189693889e-05,2006,3
narmada,2.8550210963008963e-05,2006,4
narmada,2.7578054362365347e-05,2006,5
narmada,3.468964528721722e-05,2006,6
narmada,1.81586095134866e-05,2006,7
narmada,4.420927411689109e-05,2006,8
narmada,6.312720589810039e-05,2006,9
narmada,5.867674878102221e-05,2006,10
narmada,5.179240738698568e-05,2006,11
narmada,4.293198344412096e-05,2006,12
narmada,3.82649548688177e-05,2007,1
narmada,3.3879580116107514e-05,2007,2
narmada,2.8734466361386693e-05,2007,3
narmada,2.766674345319052e-05,2007,4
narmada,2.8425634463089552e-05,2007,5
narmada,3.213639761152615e-05,2007,6
narmada,4.168193714751359e-05,2007,7
narmada,5.762387544003578e-05,2007,8
narmada,6.291553365696801e-05,2007,9
narmada,5.923369941462805e-05,2007,10
narmada,5.316548607354012e-05,2007,11
narmada,4.586902618393008e-05,2007,12
narmada,3.837135958808504e-05,2008,1
narmada,3.228018441969936e-05,2008,2
narmada,2.821023552005364e-05,2008,3
narmada,2.7999795360743667e-05,2008,4
narmada,2.783899731486861e-05,2008,5
narmada,2.209197581527805e-05,2008,6
narmada,3.275778495131643e-05,2008,7
narmada,5.48759669754204e-05,2008,8
narmada,5.9441107115419794e-05,2008,9
narmada,5.384264758023459e-05,2008,10
narmada,4.993420821219574e-05,2008,11
narmada,4.551281127740539e-05,2008,12
narmada,3.993830190316756e-05,2009,1
narmada,3.347952140266296e-05,2009,2
narmada,2.9131350156316227e-05,2009,3
narmada,2.817238741226516e-05,2009,4
narmada,2.7256952305956668e-05,2009,5
narmada,2.992406909466759e-05,2009,6
narmada,2.880189424753693e-05,2009,7
narmada,5.220247449124584e-05,2009,8
narmada,6.440127332202954e-05,2009,9
narmada,5.89654677654148e-05,2009,10
narmada,5.381133141183498e-05,2009,11
narmada,4.932273092108549e-05,2009,12
narmada,4.300899908071862e-05,2010,1
narmada,3.408715990310528e-05,2010,2
narmada,2.995476176417042e-05,2010,3
narmada,2.8131455125307025e-05,2010,4
narmada,2.6833600848860624e-05,2010,5
narmada,3.086116503639686e-05,2010,6
narmada,3.983877368081839e-05,2010,7
narmada,4.62320833494446e-05,2010,8
narmada,6.828321193242431e-05,2010,9
narmada,6.291787578068469e-05,2010,10
narmada,6.021448805033573e-05,2010,11
narmada,5.516611817793441e-05,2010,12
narmada,4.627071249155692e-05,2011,1
narmada,3.748078218559336e-05,2011,2
narmada,3.100110106896083e-05,2011,3
narmada,2.8631801870030463e-05,2011,4
narmada,2.992177578885058e-05,2011,5
narmada,2.9295771702702e-05,2011,6
narmada,2.5313568404488448e-05,2011,7
narmada,4.489635718367277e-05,2011,8
narmada,6.167490420982979e-05,2011,9
narmada,5.83159633779306e-05,2011,10
narmada,5.01588495815152e-05,2011,11
narmada,4.268291042037669e-05,2011,12
narmada,3.831534825029363e-05,2012,1
narmada,3.397663869199019e-05,2012,2
narmada,2.8583992871807964e-05,2012,3
narmada,2.8744956657549373e-05,2012,4
narmada,2.7951733304666125e-05,2012,5
narmada,2.804523539275369e-05,2012,6
narmada,2.4418306247609617e-05,2012,7
narmada,3.851235899984532e-05,2012,8
narmada,7.186559764249818e-05,2012,9
narmada,5.941827380521509e-05,2012,10
narmada,5.252688183070737e-05,2012,11
narmada,4.592556283100536e-05,2012,12
narmada,3.967557976810165e-05,2013,1
narmada,3.4845956970427505e-05,2013,2
narmada,3.068576311164682e-05,2013,3
narmada,2.9709973496393557e-05,2013,4
narmada,2.9253698344855836e-05,2013,5
narmada,2.530733483412553e-05,2013,6
narmada,2.4008720597687597e-05,2013,7
narmada,4.954348733675412e-05,2013,8
narmada,6.727272665186202e-05,2013,9
narmada,6.51106483326278e-05,2013,10
narmada,5.745845357117727e-05,2013,11
narmada,4.795888357347799e-05,2013,12
narmada,4.2540792065718965e-05,2014,1
narmada,3.795828377904232e-05,2014,2
narmada,3.243770310158014e-05,2014,3
narmada,3.0422707196112676e-05,2014,4
narmada,3.0464280070496683e-05,2014,5
narmada,2.8394124182824783e-05,2014,6
narmada,2.686643856788611e-05,2014,7
narmada,4.955876656374673e-05,2014,8
narmada,6.581289427984827e-05,2014,9
narmada,5.787452567703229e-05,2014,10
narmada,5.179418699117502e-05,2014,11
narmada,4.579844272768726e-05,2014,12
narmada,4.1362648113770254e-05,2015,1
narmada,3.5505097268090256e-05,2015,2
narmada,3.2755769280964045e-05,2015,3
narmada,3.143990595055851e-05,2015,4
narmada,2.8319863630063e-05,2015,5
narmada,3.7997791878253646e-05,2015,6
narmada,3.5012858035744794e-05,2015,7
narmada,5.492749507461759e-05,2015,8
narmada,6.841361247933812e-05,2015,9
narmada,6.204211111013815e-05,2015,10
narmada,5.4665451691441024e-05,2015,11
narmada,4.526006153127233e-05,2015,12
narmada,3.809028047889704e-05,2016,1
narmada,3.306566635372921e-05,2016,2
narmada,3.090208067163874e-05,2016,3
narmada,2.922091201132159e-05,2016,4
narmada,2.721540479388765e-05,2016,5
narmada,2.4427756980205283e-05,2016,6
narmada,1.9541267605963035e-05,2016,7
narmada,4.959822293688509e-05,2016,8
narmada,6.347788452194511e-05,2016,9
narmada,6.44890083317998e-05,2016,10
narmada,5.9772834722656667e-05,2016,11
narmada,5.155375865058248e-05,2016,12
narmada,4.174061992086215e-05,2017,1
narmada,3.6018840735750874e-05,2017,2
narmada,3.146942164461348e-05,2017,3
narmada,3.0308953713747822e-05,2017,4
narmada,3.063296554716181e-05,2017,5
narmada,4.030427564018573e-05,2017,6
narmada,3.480767441237702e-05,2017,7
narmada,5.938538327459447e-05,2017,8
narmada,6.977761699903702e-05,2017,9
narmada,6.610690987476274e-05,2017,10
narmada,5.6725994004080695e-05,2017,11
narmada,5.149289867209696e-05,2017,12
narmada,4.48840291804756e-05,2018,1
narmada,3.613735038614737e-05,2018,2
narmada,3.1718701214502327e-05,2018,3
narmada,2.9729692344052084e-05,2018,4
narmada,2.795921707973773e-05,2018,5
narmada,2.8000198468503885e-05,2018,6
narmada,1.911910271823371e-05,2018,7
narmada,4.621157255747445e-05,2018,8
narmada,6.924930474489253e-05,2018,9
narmada,5.693519953551742e-05,2018,10
narmada,5.096339447195222e-05,2018,11
narmada,4.4203407895450574e-05,2018,12
narmada,3.8179293794566496e-05,2019,1
narmada,3.3237407258872446e-05,2019,2
narmada,2.9928524397576542e-05,2019,3
narmada,2.8910284778165584e-05,2019,4
narmada,2.814652531781541e-05,2019,5
narmada,2.7609925491981466e-05,2019,6
narmada,3.402284265681686e-05,2019,7
narmada,4.993330263018032e-05,2019,8
narmada,6.499313660574899e-05,2019,9
narmada,7.051381140918017e-05,2019,10
narmada,6.604743432549515e-05,2019,11
narmada,5.529471267577408e-05,2019,12
narmada,4.7896468350136136e-05,2020,1
narmada,4.005268463074768e-05,2020,2
narmada,3.5144080001705186e-05,2020,3
narmada,3.184662876112843e-05,2020,4
narmada,3.060591442358612e-05,2020,5
narmada,3.972990372387883e-05,2020,6
narmada,4.834142670593838e-05,2020,7
narmada,5.066362973271206e-05,2020,8
narmada,6.769923147445975e-05,2020,9
narmada,6.21555309108865e-05,2020,10
narmada,5.685949552522705e-05,2020,11
narmada,5.139101662856856e-05,2020,12
narmada,4.957465513253204e-05,2021,1
narmada,3.9713856862607856e-05,2021,2
narmada,3.2869047034042934e-05,2021,3
narmada,3.2673594337120335e-05,2021,4
narmada,3.33950850108849e-05,2021,5
narmada,3.919705205128134e-05,2021,6
narmada,2.9856783412585736e-05,2021,7
narmada,4.487819550177052e-05,2021,8
narmada,6.5237294425954e-05,2021,9
narmada,7.238025165281158e-05,2021,10
narmada,6.289818750032129e-05,2021,11
narmada,5.8374761758673935e-05,2021,12
narmada,5.239287207049757e-05,2022,1
narmada,4.14305687663908e-05,2022,2
narmada,3.38792478139674e-05,2022,3
narmada,3.307420874042338e-05,2022,4
narmada,3.0854607036375e-05,2022,5
narmada,3.1664141795499225e-05,2022,6
narmada,2.5222236601945467e-05,2022,7
narmada,5.1639587220743065e-05,2022,8
narmada,6.301522906944461e-05,2022,9
narmada,5.9650086066145286e-05,2022,10
narmada,5.600710501389645e-05,2022,11
narmada,5.04111801648139e-05,2022,12
narmada,4.362838027764098e-05,2023,1
narmada,3.818042985322204e-05,2023,2
narmada,3.536870726674211e-05,2023,3
narmada,3.36095289334532e-05,2023,4
narmada,3.328886620850785e-05,2023,5
narmada,3.044118779157684e-05,2023,6
narmada,2.6905834651709994e-05,2023,7
narmada,4.982057733115787e-05,2023,8
narmada,7.156634662579451e-05,2023,9
narmada,6.373399990621548e-05,2023,10
narmada,5.60953079268773e-05,2023,11
narmada,5.654732476427126e-05,2023,12
narmada,5.0502990717557646e-05,2024,1
narmada,4.213642836630429e-05,2024,2
narmada,3.6835807128456514e-05,2024,3
narmada,3.3857548305800595e-05,2024,4
narmada,3.3490885827748264e-05,2024,5
narmada,3.193818878261578e-05,2024,6
narmada,2.3424767967044525e-05,2024,7
narmada,3.743107842234205e-05,2024,8
narmada,6.604192142968723e-05,2024,9
narmada,6.741012870179538e-05,2024,10
narmada,5.850688895339205e-05,2024,11
narmada,5.205722484201562e-05,2024,12
navsari,4.381782316403896e-05,2005,1
navsari,3.983440897808698e-05,2005,2
navsari,3.898762274044139e-05,2005,3
navsari,3.885619996706384e-05,2005,4
navsari,3.984907642838473e-05,2005,5
navsari,2.516542890427187e-05,2005,6
navsari,3.1376615858635925e-05,2005,7
navsari,5.8173982360584345e-05,2005,8
navsari,6.343496009781538e-05,2005,9
navsari,6.089215017283626e-05,2005,10
navsari,5.504544706668334e-05,2005,11
navsari,4.89539954783512e-05,2005,12
navsari,4.43536391871798e-05,2006,1
navsari,4.107532391819279e-05,2006,2
navsari,4.36637898505013e-05,2006,3
navsari,4.05008799610316e-05,2006,4
navsari,4.021070915043305e-05,2006,5
navsari,4.287324937373368e-05,2006,6
navsari,2.86433507546683e-05,2006,7
navsari,4.975487111459224e-05,2006,8
navsari,6.877188736012929e-05,2006,9
navsari,6.434988902146513e-05,2006,10
navsari,5.653661214812219e-05,2006,11
navsari,4.984073363800681e-05,2006,12
navsari,4.500538733907175e-05,2007,1
navsari,4.2602729597896994e-05,2007,2
navsari,3.986406086333933e-05,2007,3
navsari,3.88987341831694e-05,2007,4
navsari,4.027810216920469e-05,2007,5
navsari,3.512280836030058e-05,2007,6
navsari,4.1708835343810055e-05,2007,7
navsari,6.077165781201765e-05,2007,8
navsari,6.859435454612399e-05,2007,9
navsari,6.167830056813748e-05,2007,10
navsari,5.820844296544897e-05,2007,11
navsari,5.19568441381498e-05,2007,12
navsari,4.425252192372849e-05,2008,1
navsari,3.993862368152485e-05,2008,2
navsari,3.8903080420856216e-05,2008,3
navsari,3.9160483020039294e-05,2008,4
navsari,3.940008996677549e-05,2008,5
navsari,2.817519470903645e-05,2008,6
navsari,3.5125837233799704e-05,2008,7
navsari,5.759108547290248e-05,2008,8
navsari,6.332669937919396e-05,2008,9
navsari,5.691856269120343e-05,2008,10
navsari,5.23849551842868e-05,2008,11
navsari,5.192459640878868e-05,2008,12
navsari,4.6444892309610943e-05,2009,1
navsari,4.13779834566212e-05,2009,2
navsari,4.069181816407962e-05,2009,3
navsari,3.895945998805775e-05,2009,4
navsari,3.847078926032401e-05,2009,5
navsari,4.009159849666184e-05,2009,6
navsari,2.5293797028026616e-05,2009,7
navsari,5.712530811812018e-05,2009,8
navsari,7.131564396885184e-05,2009,9
navsari,6.519227266749693e-05,2009,10
navsari,5.913676398901903e-05,2009,11
navsari,5.461171577768569e-05,2009,12
navsari,5.02385953181268e-05,2010,1
navsari,4.255105488718754e-05,2010,2
navsari,4.053220231435229e-05,2010,3
navsari,3.826546584113444e-05,2010,4
navsari,3.865214334913404e-05,2010,5
navsari,4.296114465266676e-05,2010,6
navsari,4.0964948131684685e-05,2010,7
navsari,5.055585899482145e-05,2010,8
navsari,7.25637781046042e-05,2010,9
navsari,6.849562786748511e-05,2010,10
navsari,6.379782523187231e-05,2010,11
navsari,6.048540514431428e-05,2010,12
navsari,5.176290860036976e-05,2011,1
navsari,4.4736159811330334e-05,2011,2
navsari,4.1426607264380606e-05,2011,3
navsari,4.180712171584046e-05,2011,4
navsari,4.31242649273893e-05,2011,5
navsari,3.4308014392554054e-05,2011,6
navsari,2.836742287265689e-05,2011,7
navsari,4.005000430677057e-05,2011,8
navsari,6.722969004186407e-05,2011,9
navsari,6.23426004772927e-05,2011,10
navsari,5.4666962508245145e-05,2011,11
navsari,4.9593944615362016e-05,2011,12
navsari,4.465076269408992e-05,2012,1
navsari,3.961145736501409e-05,2012,2
navsari,3.755678961293556e-05,2012,3
navsari,3.959868863326471e-05,2012,4
navsari,3.883202930326279e-05,2012,5
navsari,4.39745312364167e-05,2012,6
navsari,2.748956546472644e-05,2012,7
navsari,5.449960143426084e-05,2012,8
navsari,7.181835334742377e-05,2012,9
navsari,6.236249148859177e-05,2012,10
navsari,5.715997583210396e-05,2012,11
navsari,5.176760897624164e-05,2012,12
navsari,4.670615575345969e-05,2013,1
navsari,4.2781301724594354e-05,2013,2
navsari,4.074882532264204e-05,2013,3
navsari,4.1574021854146346e-05,2013,4
navsari,4.236417531456225e-05,2013,5
navsari,3.338371765818325e-05,2013,6
navsari,2.413677427912835e-05,2013,7
navsari,5.722135160484627e-05,2013,8
navsari,6.087934408415106e-05,2013,9
navsari,6.619485996356027e-05,2013,10
navsari,6.001887013506912e-05,2013,11
navsari,5.253151224765157e-05,2013,12
navsari,4.830483708513606e-05,2014,1
navsari,4.3631563835020085e-05,2014,2
navsari,4.283016558981344e-05,2014,3
navsari,4.128047263003763e-05,2014,4
navsari,4.13460921330712e-05,2014,5
navsari,4.378473668558028e-05,2014,6
navsari,3.5465971727480416e-05,2014,7
navsari,5.218451285320328e-05,2014,8
navsari,6.9875992947176e-05,2014,9
navsari,6.235736871821885e-05,2014,10
navsari,5.828450980361052e-05,2014,11
navsari,5.253993405141792e-05,2014,12
navsari,4.799246025476163e-05,2015,1
navsari,4.280684939530461e-05,2015,2
navsari,4.26553402031653e-05,2015,3
navsari,4.346194353813396e-05,2015,4
navsari,4.316720041859808e-05,2015,5
navsari,4.513923025168945e-05,2015,6
navsari,3.529973805016434e-05,2015,7
navsari,6.268653794938585e-05,2015,8
navsari,7.295825273716673e-05,2015,9
navsari,6.719155307122054e-05,2015,10
navsari,6.024091321268308e-05,2015,11
navsari,5.306150094754468e-05,2015,12
navsari,4.687654204436529e-05,2016,1
navsari,4.151008415003415e-05,2016,2
navsari,4.109333462286411e-05,2016,3
navsari,4.04387353412339e-05,2016,4
navsari,3.882891350615495e-05,2016,5
navsari,3.056291421414288e-05,2016,6
navsari,2.3341416956633912e-05,2016,7
navsari,5.13539521695308e-05,2016,8
navsari,6.606732756716314e-05,2016,9
navsari,6.280761055366149e-05,2016,10
navsari,5.810541047540631e-05,2016,11
navsari,5.281076989575105e-05,2016,12
navsari,4.756038379611713e-05,2017,1
navsari,4.321550186485403e-05,2017,2
navsari,4.079862595516195e-05,2017,3
navsari,4.132660150310407e-05,2017,4
navsari,4.112533264449733e-05,2017,5
navsari,5.063013913811363e-05,2017,6
navsari,3.892789715014977e-05,2017,7
navsari,6.380070617499883e-05,2017,8
navsari,6.639118197287731e-05,2017,9
navsari,6.418051646630532e-05,2017,10
navsari,5.8845751471709935e-05,2017,11
navsari,5.830107347944064e-05,2017,12
navsari,5.427344721786216e-05,2018,1
navsari,4.621808495271875e-05,2018,2
navsari,4.195820131629725e-05,2018,3
navsari,4.023351016695242e-05,2018,4
navsari,3.875633144227799e-05,2018,5
navsari,4.169066105083479e-05,2018,6
navsari,1.7590379098076992e-05,2018,7
navsari,4.928899525855614e-05,2018,8
navsari,7.178810787779642e-05,2018,9
navsari,5.913857017235109e-05,2018,10
navsari,5.598415397234179e-05,2018,11
navsari,5.1797120291758365e-05,2018,12
navsari,4.570764264862823e-05,2019,1
navsari,4.048506477999164e-05,2019,2
navsari,3.786803473203897e-05,2019,3
navsari,3.762023970774867e-05,2019,4
navsari,3.823370839756147e-05,2019,5
navsari,3.222878388262428e-05,2019,6
navsari,3.838996540211851e-05,2019,7
navsari,5.232870728743073e-05,2019,8
navsari,7.055899071301885e-05,2019,9
navsari,7.000822373714349e-05,2019,10
navsari,6.685070524458127e-05,2019,11
navsari,5.988962259321217e-05,2019,12
navsari,5.3582010140904334e-05,2020,1
navsari,4.728545624231501e-05,2020,2
navsari,4.472986827373901e-05,2020,3
navsari,4.2981549918664974e-05,2020,4
navsari,4.224707149808177e-05,2020,5
navsari,5.00117150716817e-05,2020,6
navsari,5.906650934513756e-05,2020,7
navsari,5.7094051727440174e-05,2020,8
navsari,6.68027750667378e-05,2020,9
navsari,6.281191694039723e-05,2020,10
navsari,5.960747553967182e-05,2020,11
navsari,5.807774046977076e-05,2020,12
navsari,5.800022690026216e-05,2021,1
navsari,4.973248783915054e-05,2021,2
navsari,4.4145863890223454e-05,2021,3
navsari,4.457124027594637e-05,2021,4
navsari,4.790936261452743e-05,2021,5
navsari,5.487458634030066e-05,2021,6
navsari,4.25944555773973e-05,2021,7
navsari,5.31243389373637e-05,2021,8
navsari,6.144863628095165e-05,2021,9
navsari,6.940840598637363e-05,2021,10
navsari,6.371226764678114e-05,2021,11
navsari,6.357453436556494e-05,2021,12
navsari,5.850741622409064e-05,2022,1
navsari,4.739211728928572e-05,2022,2
navsari,4.36134752165922e-05,2022,3
navsari,4.421101819415562e-05,2022,4
navsari,4.134944630865686e-05,2022,5
navsari,4.8930920991343405e-05,2022,6
navsari,4.447022478110284e-05,2022,7
navsari,6.31886231627043e-05,2022,8
navsari,6.16423764704351e-05,2022,9
navsari,6.1680590179081e-05,2022,10
navsari,5.851414923840473e-05,2022,11
navsari,5.627929938409904e-05,2022,12
navsari,5.065769763127738e-05,2023,1
navsari,4.540732401066619e-05,2023,2
navsari,4.5704176095720296e-05,2023,3
navsari,4.536200956225995e-05,2023,4
navsari,4.376376329805144e-05,2023,5
navsari,3.673087343395869e-05,2023,6
navsari,2.071103483245948e-05,2023,7
navsari,5.557864751734169e-05,2023,8
navsari,7.254624951348478e-05,2023,9
navsari,6.136542130150668e-05,2023,10
navsari,5.870010197636086e-05,2023,11
navsari,5.9324330984968535e-05,2023,12
navsari,5.203652471905869e-05,2024,1
navsari,4.656156035418176e-05,2024,2
navsari,4.283363824773136e-05,2024,3
navsari,4.269924046963483e-05,2024,4
navsari,4.302470792432645e-05,2024,5
navsari,5.3260992224499e-05,2024,6
navsari,1.7144276939486528e-05,2024,7
navsari,4.228682396960216e-05,2024,8
navsari,6.682650241036304e-05,2024,9
navsari,6.508464141462694e-05,2024,10
navsari,5.831135489317551e-05,2024,11
navsari,5.553556028450982e-05,2024,12
panch mahals,4.227618049263612e-05,2005,1
panch mahals,3.844473748542433e-05,2005,2
panch mahals,3.358844255915261e-05,2005,3
panch mahals,3.1942079383142766e-05,2005,4
panch mahals,3.056861509315778e-05,2005,5
panch mahals,2.1452153640075198e-05,2005,6
panch mahals,3.597279487610922e-05,2005,7
panch mahals,5.6154588574467055e-05,2005,8
panch mahals,6.222811690520687e-05,2005,9
panch mahals,5.730973291998205e-05,2005,10
panch mahals,5.0743033771538536e-05,2005,11
panch mahals,4.600398783199238e-05,2005,12
panch mahals,4.468356563107612e-05,2006,1
panch mahals,3.957736082761505e-05,2006,2
panch mahals,3.475081376017885e-05,2006,3
panch mahals,3.259060322255731e-05,2006,4
panch mahals,2.992924177217033e-05,2006,5
panch mahals,3.4285443355282955e-05,2006,6
panch mahals,2.559957550436464e-05,2006,7
panch mahals,4.345591341781262e-05,2006,8
panch mahals,6.27266751995574e-05,2006,9
panch mahals,5.3202748843613966e-05,2006,10
panch mahals,4.969963068044664e-05,2006,11
panch mahals,4.790112492102658e-05,2006,12
panch mahals,4.592991402139207e-05,2007,1
panch mahals,4.230199896368859e-05,2007,2
panch mahals,3.461836866030806e-05,2007,3
panch mahals,3.347666150596055e-05,2007,4
panch mahals,3.102376290949932e-05,2007,5
panch mahals,2.711198135367971e-05,2007,6
panch mahals,3.74414463869499e-05,2007,7
panch mahals,5.45394988100341e-05,2007,8
panch mahals,6.704231352276862e-05,2007,9
panch mahals,5.713399476189463e-05,2007,10
panch mahals,5.202324996216351e-05,2007,11
panch mahals,4.8002686949349935e-05,2007,12
panch mahals,4.511661340885532e-05,2008,1
panch mahals,4.07866007839884e-05,2008,2
panch mahals,3.52888698708871e-05,2008,3
panch mahals,3.429539689937029e-05,2008,4
panch mahals,3.228335187896155e-05,2008,5
panch mahals,2.327111479789736e-05,2008,6
panch mahals,2.7739688651148466e-05,2008,7
panch mahals,5.434850458721738e-05,2008,8
panch mahals,5.775175986506668e-05,2008,9
panch mahals,5.305809743376125e-05,2008,10
panch mahals,4.986727666898295e-05,2008,11
panch mahals,4.784520779056274e-05,2008,12
panch mahals,4.520325120243482e-05,2009,1
panch mahals,3.845480729125073e-05,2009,2
panch mahals,3.365927581512959e-05,2009,3
panch mahals,3.222111263563658e-05,2009,4
panch mahals,2.930524940557877e-05,2009,5
panch mahals,2.9219041943474047e-05,2009,6
panch mahals,3.240250927425332e-05,2009,7
panch mahals,6.026692245829352e-05,2009,8
panch mahals,6.183307749668382e-05,2009,9
panch mahals,5.309651507448885e-05,2009,10
panch mahals,5.045523647703827e-05,2009,11
panch mahals,4.810038129668162e-05,2009,12
panch mahals,4.561454996771871e-05,2010,1
panch mahals,3.827284651503226e-05,2010,2
panch mahals,3.293907626118653e-05,2010,3
panch mahals,3.08529683373779e-05,2010,4
panch mahals,2.751549977233361e-05,2010,5
panch mahals,2.787837994795132e-05,2010,6
panch mahals,3.694786770129913e-05,2010,7
panch mahals,4.57007819929595e-05,2010,8
panch mahals,6.514315988552895e-05,2010,9
panch mahals,5.7197104970932135e-05,2010,10
panch mahals,5.438250621927385e-05,2010,11
panch mahals,5.18566799445264e-05,2010,12
panch mahals,4.808608644099084e-05,2011,1
panch mahals,4.421848222181741e-05,2011,2
panch mahals,3.626117367874592e-05,2011,3
panch mahals,3.30167950992421e-05,2011,4
panch mahals,3.1967582274903736e-05,2011,5
panch mahals,2.493859547523902e-05,2011,6
panch mahals,2.905617598351578e-05,2011,7
panch mahals,4.594922993339347e-05,2011,8
panch mahals,6.20473501848118e-05,2011,9
panch mahals,5.672717038599374e-05,2011,10
panch mahals,5.145249837969198e-05,2011,11
panch mahals,4.776520489349045e-05,2011,12
panch mahals,4.646547976600423e-05,2012,1
panch mahals,4.3087819192572266e-05,2012,2
panch mahals,3.4963235202005635e-05,2012,3
panch mahals,3.3456228202363743e-05,2012,4
panch mahals,3.138128995548627e-05,2012,5
panch mahals,2.9941168522915105e-05,2012,6
panch mahals,3.536492810915721e-05,2012,7
panch mahals,3.968378080982123e-05,2012,8
panch mahals,6.820451808049976e-05,2012,9
panch mahals,5.736858077675251e-05,2012,10
panch mahals,5.130981986231164e-05,2012,11
panch mahals,4.844958857183244e-05,2012,12
panch mahals,4.647339563008557e-05,2013,1
panch mahals,4.401106092397176e-05,2013,2
panch mahals,3.721505696200663e-05,2013,3
panch mahals,3.470811742480348e-05,2013,4
panch mahals,3.2923740553293347e-05,2013,5
panch mahals,2.6219500722901657e-05,2013,6
panch mahals,1.995243134499324e-05,2013,7
panch mahals,5.8368608058102514e-05,2013,8
panch mahals,6.598940853388537e-05,2013,9
panch mahals,6.362216792967289e-05,2013,10
panch mahals,5.7159752854677565e-05,2013,11
panch mahals,5.186898417898499e-05,2013,12
panch mahals,5.145331997337546e-05,2014,1
panch mahals,4.901050056802159e-05,2014,2
panch mahals,4.0247391669425865e-05,2014,3
panch mahals,3.663010641300127e-05,2014,4
panch mahals,3.4886812092968384e-05,2014,5
panch mahals,2.965618058001517e-05,2014,6
panch mahals,2.8706911132021125e-05,2014,7
panch mahals,6.065615494032928e-05,2014,8
panch mahals,6.432012456710805e-05,2014,9
panch mahals,5.639634870741555e-05,2014,10
panch mahals,5.096758581201463e-05,2014,11
panch mahals,4.919936963734823e-05,2014,12
panch mahals,4.937658868338802e-05,2015,1
panch mahals,4.508043514695536e-05,2015,2
panch mahals,3.957841704434772e-05,2015,3
panch mahals,3.636776360258197e-05,2015,4
panch mahals,3.169856974797853e-05,2015,5
panch mahals,3.501937053212759e-05,2015,6
panch mahals,3.1141134785238335e-05,2015,7
panch mahals,5.82465242011894e-05,2015,8
panch mahals,6.417058799268311e-05,2015,9
panch mahals,5.512947582284336e-05,2015,10
panch mahals,4.9715760992328005e-05,2015,11
panch mahals,4.389533906284055e-05,2015,12
panch mahals,4.128344676919469e-05,2016,1
panch mahals,3.8369677013118016e-05,2016,2
panch mahals,3.539789074454492e-05,2016,3
panch mahals,3.2362162102864395e-05,2016,4
panch mahals,2.885694615280796e-05,2016,5
panch mahals,2.5827096126167653e-05,2016,6
panch mahals,2.297451241027073e-05,2016,7
panch mahals,5.060732689658941e-05,2016,8
panch mahals,7.07176495449248e-05,2016,9
panch mahals,6.187410612887367e-05,2016,10
panch mahals,5.5855747759123975e-05,2016,11
panch mahals,5.258316598239336e-05,2016,12
panch mahals,4.819263426278712e-05,2017,1
panch mahals,4.347651625059567e-05,2017,2
panch mahals,3.683803454442334e-05,2017,3
panch mahals,3.5970740084823926e-05,2017,4
panch mahals,3.3064608248795685e-05,2017,5
